name,type,kind,null?,default,primary key,unique key,check,expression,comment,policy name,privacy domain
USER_PREFERENCES_SHOW_FORECASTING_CHANGE_SIGNALS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HAS_SENT_WARNING_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_MY_S_1_WELCOME_SPLASH_SHOWN,BOOLEAN,COLUMN,Y,,N,N,,,,,
NUMBER_OF_FAILED_LOGINS,"NUMBER(38,0)",COLUMN,Y,,N,N,,,,,
USER_BLOG_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
KEEP_EMAIL_PRIVATE_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
INSTAGRAM_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
YOUTUBE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
STACK_OVERFLOW_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
IS_DATA_SUPER_HERO_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
GIT_HUB_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PROFILE_IMAGE_UPLOADED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
TWITTER_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
LINKEDIN_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
COMMUNITY_QUICK_LINK_2_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
COMMUNITY_QUICK_LINK_1_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
COMMUNITY_QUICK_LINK_4_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
COMMUNITY_QUICK_LINK_3_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
LEAD_SCORE_THRESHOLD_C,FLOAT,COLUMN,Y,,N,N,,,,,
PEOPLE_MANAGER_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SEERTECH_USER_ID_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HAS_SENT_WARNING_EMAIL_238,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HAS_SENT_WARNING_EMAIL_240,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_LEGACY_RETIREMENT_MODAL,BOOLEAN,COLUMN,Y,,N,N,,,,,
DEACTIVATED_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
DEACTIVATED_BY_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
EMPLOYEE_ID_C,VARCHAR(256),COLUMN,Y,,N,N,,,,,
IS_FEDRAMP_RELATED_COMMUNITY_USER_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
GOV_CLOUD_USERNAME_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
FED_MODIFIED_DATE_C,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
SUPPORT_USER_TYPE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_SHOW_FORECASTING_ROUNDED_AMOUNTS,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_LIVE_AGENT_MIAW_SETUP_DEFLECTION,BOOLEAN,COLUMN,Y,,N,N,,,,,
ET_4_AE_5_VALID_EXACT_TARGET_ADMIN_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ET_4_AE_5_EXACT_TARGET_FOR_APP_EXCHANGE_USER_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ET_4_AE_5_EXACT_TARGET_USERNAME_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ET_4_AE_5_EXACT_TARGET_FOR_APP_EXCHANGE_ADMIN_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ET_4_AE_5_EXACT_TARGET_OAUTH_TOKEN_C,VARCHAR(525),COLUMN,Y,,N,N,,,,,
ET_4_AE_5_DEFAULT_MID_C,VARCHAR(60),COLUMN,Y,,N,N,,,,,
ET_4_AE_5_VALID_EXACT_TARGET_USER_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ET_4_AE_5_DEFAULT_ET_PAGE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PUSH_TO_SEERTECH_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
TERRITORY_PROFILE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ACCOUNT_PRODUCTS_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
PROFILE_NAME_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_HIDE_ONLINE_SALES_APP_TAB_VISIBILITY_REQUIREMENTS_MODAL,BOOLEAN,COLUMN,Y,,N,N,,,,,
SUB_REGION_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
MARKET_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
EDU_ID_C,VARCHAR(66),COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_BRELOOKUP_TABLE_WELCOME_MAT,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_ASSISTIVE_ACTIONS_ENABLED_IN_ACTION_LAUNCHER,BOOLEAN,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_ACTION_LAUNCHER_EINSTEIN_GPT_CONSENT,BOOLEAN,COLUMN,Y,,N,N,,,,,
PROFILE_ID_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
GYAAN_GID_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
USER_LICENSE_C,VARCHAR(3900),COLUMN,Y,,N,N,,,,,
END_DAY,VARCHAR(120),COLUMN,Y,,N,N,,,,,
START_DAY,VARCHAR(120),COLUMN,Y,,N,N,,,,,
PASSWORD_EXPIRATION_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
IS_PARTNER,BOOLEAN,COLUMN,Y,,N,N,,,,,
SU_ACCESS_EXPIRATION_DATE,DATE,COLUMN,Y,,N,N,,,,,
USER_PREFERENCES_EMAIL_SUMMARIZATION_GPT_CONSENT,BOOLEAN,COLUMN,Y,,N,N,,,,,
SLACK_USER_ID_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
HAS_USER_VERIFIED_EMAIL,BOOLEAN,COLUMN,Y,,N,N,,,,,
HAS_USER_VERIFIED_PHONE,BOOLEAN,COLUMN,Y,,N,N,,,,,
