name,type,kind,null?,default,primary key,unique key,check,expression,comment,policy name,privacy domain
LEAN_DATA_REPORTING_WON_NUMBER_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
OPPORTUNITY_SOURCE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SOURCED_PARTNER_METHOD_C,VARCHAR(180),COLUMN,Y,,N,N,,,,,
SUBSCRIPTION_START_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
ADDITIONAL_INTEGRATIONS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
LAST_VIEWED_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
LEGAL_RESOURCE_C,VARCHAR(90),COLUMN,Y,,N,N,,,,,
ORGANIZATION_GOAL_CORP_OBJECTIVE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SBQQ_ORDER_GROUP_ID_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PSE_PRIMARY_PROJECT_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
DATA_RECEIVED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
LEAN_DATA_ORDER_NUMBER_C,VARCHAR(24),COLUMN,Y,,N,N,,,,,
LID_IS_INFLUENCED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
LITMOS_DELIVERY_INSTALLATION_STATUS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PSE_IS_SERVICES_OPPORTUNITY_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
STATISTICAL_TOOL_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
CREATE_PRESALES_PROJECT_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
DECISION_CRITERIA_C,VARCHAR(30000),COLUMN,Y,,N,N,,,,,
PROVIDED_REFERRAL_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
BDR_INVOLVED_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
BILLING_ON_HOLD_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
ENGAGE_AN_SI_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
IS_DELETED,BOOLEAN,COLUMN,Y,,N,N,,,,,
LAST_ACCOUNT_ACTIVITY_ON_CREATION_C,DATE,COLUMN,Y,,N,N,,,,,
PRE_SEGMENTATION_OPPORTUNITY_OWNER_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
SOLUTION_INTEREST_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
TECHNICAL_BUYER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
TYPE,VARCHAR(765),COLUMN,Y,,N,N,,,,,
AMOUNT_OF_DATA_C,VARCHAR(30),COLUMN,Y,,N,N,,,,,
CURRENT_BI_TOOL_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
SBQQ_RENEWAL_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
IN_MY_NUMBER_RVP_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
TAX_EXEMPTION_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
BILLING_EMAIL_C,VARCHAR(240),COLUMN,Y,,N,N,,,,,
CLOSE_DATE,DATE,COLUMN,Y,,N,N,,,,,
ECONMIC_BUYER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
INTENSITY_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
NEXT_STEP,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SBQQ_CREATE_CONTRACTED_PRICES_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
TERMINUS_IMPRESSIONS_C,FLOAT,COLUMN,Y,,N,N,,,,,
WHY_SNOWFLAKE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SBAA_APPROVER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
CLOUD_REGISTERED_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DNBI_VIABILITY_RATING_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PSE_RATE_CARD_DISCOUNT_LIMIT_C,FLOAT,COLUMN,Y,,N,N,,,,,
REFERRED_TO_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
IN_MY_NUMBER_SUPPORT_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
OF_CREDITS_PURCHASED_C,FLOAT,COLUMN,Y,,N,N,,,,,
PIPELINE_SOURCE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PROJECT_CREATED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
SYNCED_QUOTE_ID,VARCHAR(18),COLUMN,Y,,N,N,,,,,
COMPETITION_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
DNBI_VIABILITY_VIABILITY_SCORE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
OVERRIDE_RENEWAL_ACV_CHECKBOX_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
WHY_NOW_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
LAST_MODIFIED_BY_ID,VARCHAR(18),COLUMN,Y,,N,N,,,,,
CC_APPROVED_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
AZURE_CONTRACT_SHARE_C,FLOAT,COLUMN,Y,,N,N,,,,,
FORECAST_STATUS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
GOOGLE_CLICK_ID_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
POC_LED_BY_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
CREATED_BY_ID,VARCHAR(18),COLUMN,Y,,N,N,,,,,
IN_MY_NUMBER_AVP_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
SECONDARY_VALUE_DRIVER_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
CLOUD_FIELD_ALIGNMENT_REQUESTED_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DECISION_PROCESS_C,VARCHAR(30000),COLUMN,Y,,N,N,,,,,
DNBI_DN_B_APPLICATION_CREATED_DATE_C,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
OPPORTUNITY_COUNTER_C,FLOAT,COLUMN,Y,,N,N,,,,,
PARTNER_TRANSACTION_FEE_C,FLOAT,COLUMN,Y,,N,N,,,,,
PSE_IS_PARENT_OPPORTUNITY_SERVICES_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
CPS_NOTES_C,VARCHAR(98304),COLUMN,Y,,N,N,,,,,
RENEWAL_QUARTER_C,VARCHAR(30),COLUMN,Y,,N,N,,,,,
REQUESTED_REGION_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SECURITY_QUESTIONNAIRE_COMPLETED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
CURRENT_DW_TOOL_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
DNBI_PRIMARY_SIC_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
HAS_OVERDUE_TASK,BOOLEAN,COLUMN,Y,,N,N,,,,,
LEGAL_ASSISTANCE_REQUIRED_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
LITMOS_COMPETITOR_S_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DEAL_TYPE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DEPLOYMENT_REGION_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
ERROR_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PARTNER_ESTIMATED_CLOSE_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
SERVICE_START_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
SUBSCRIPTION_END_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
ADROLL_ROLL_WORKS_INFLUENCED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
DB_COMPETITOR_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DNBI_YEARS_IN_BUSINESS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
OVERRIDE_BASE_RENEWAL_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
PRIMARY_VALUE_DRIVER_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PSE_IS_CHANGE_REQUEST_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
PSE_REGION_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
SOLUTION_PARTNER_ENGAGEMENT_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
STAGE_NAME,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SF_IS_SET_UP_AS_A_NEW_VENDOR_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
COACH_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
DNBI_D_B_ZIP_POSTAL_CODE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
HAS_OPEN_ACTIVITY,BOOLEAN,COLUMN,Y,,N,N,,,,,
SBQQ_ORDERED_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
WHAT_DID_WE_REPLACE_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
DNBI_OPP_COUNTRY_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
LEAN_DATA_REPORTING_TOTAL_MARKETING_TOUCHES_C,FLOAT,COLUMN,Y,,N,N,,,,,
LITMOS_CURRENT_GENERATORS_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
LITMOS_MAIN_COMPETITORS_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
NEXT_STEPS_C,VARCHAR(98304),COLUMN,Y,,N,N,,,,,
SELF_SERVICE_SALE_ASSIST_AE_C,VARCHAR(420),COLUMN,Y,,N,N,,,,,
TERMINUS_CLICKS_C,FLOAT,COLUMN,Y,,N,N,,,,,
ACCOUNT_ID,VARCHAR(18),COLUMN,Y,,N,N,,,,,
COMPETING_AGAINST_OLD_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
DNBI_OPP_STATE_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
POC_OVERALL_STATUS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
TOP_POC_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
CLOSED_REASON_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DATA_SHARING_OPPORTUNITY_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
DNBI_DN_B_STATUS_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
DNBI_RATING_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
FORECAST_CATEGORY_NAME,VARCHAR(765),COLUMN,Y,,N,N,,,,,
LEAD_SOURCE,VARCHAR(765),COLUMN,Y,,N,N,,,,,
OPPORTUNITY_NUMBER_C,VARCHAR(90),COLUMN,Y,,N,N,,,,,
SNOWFLAKE_ACCOUNT_FIRST_USER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
AZURE_DEAL_REG_TIME_C,DATE,COLUMN,Y,,N,N,,,,,
DESCRIPTION,VARCHAR(96000),COLUMN,Y,,N,N,,,,,
ETL_TOOL_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
AWS_CONTRACT_SHARE_C,FLOAT,COLUMN,Y,,N,N,,,,,
BUSINESS_VALUE_OF_DATA_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DNBI_DN_B_PAYMENT_TERMS_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
FED_SLED_PARTNER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
HAS_OPPORTUNITY_LINE_ITEM,BOOLEAN,COLUMN,Y,,N,N,,,,,
TERM_C,FLOAT,COLUMN,Y,,N,N,,,,,
WHAT_DID_WE_REPLACE_OLD_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
CLOSED_REASON_DETAILS_C,VARCHAR(98304),COLUMN,Y,,N,N,,,,,
PAPER_PROCESS_C,VARCHAR(30000),COLUMN,Y,,N,N,,,,,
SBAA_APPROVAL_STATUS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
SECONDARY_DEPLOYMENT_REGION_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
CPS_PILLARS_C,VARCHAR(4099),COLUMN,Y,,N,N,,,,,
DNBI_COMMERCIAL_CREDIT_SCORE_CLASS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
OWNER_ID,VARCHAR(18),COLUMN,Y,,N,N,,,,,
POC_START_DATE_C,DATE,COLUMN,Y,,N,N,,,,,
CAPACITY_ORDER_FORM_SENT_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
CSE_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
DNBI_FINANCIAL_STRESS_SCORE_PERCENTILE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DSE_MAIN_COMPETITORS_C,VARCHAR(300),COLUMN,Y,,N,N,,,,,
MISSING_PRODUCT_FEATURE_DETAIL_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
CUSTOMER_CONTACT_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
DNBI_D_B_CITY_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
LAST_REFERENCED_DATE,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
SHARE_TO_WI_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
WEB_APP_NOTES_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
_FIVETRAN_SYNCED,TIMESTAMP_TZ(9),COLUMN,Y,,N,N,,,,,
CAPACITY_CO_TERM_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
DNBI_D_B_STATE_PROVINCE_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
DO_NOT_CALL_LAMBDA_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
LEAD_SALES_ENGINEER_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
LEGAL_RISK_STATUS_C,VARCHAR(765),COLUMN,Y,,N,N,,,,,
PSE_RATE_CARD_SET_C,VARCHAR(18),COLUMN,Y,,N,N,,,,,
IN_MY_NUMBER_C,BOOLEAN,COLUMN,Y,,N,N,,,,,
